,Volatility (Actual),Volatility (Future),Future Days,MI,VA,VF,FD,VA Kind,VF Kind
277,Volatility (63 days),Volatility (21 days),Next 126 days,2.5057756146256187,63,21,126,Long,Long
278,Volatility (126 days),Volatility (21 days),Next 126 days,2.7876292668510074,126,21,126,Long,Long
279,Volatility (252 days),Volatility (21 days),Next 126 days,2.8879572643697613,252,21,126,Long,Long
280,Volatility (2 days),Volatility (63 days),Next 1 days,0.07983457687162065,2,63,1,Short,Long
281,Volatility (3 days),Volatility (63 days),Next 1 days,0.29373923573477345,3,63,1,Short,Long
282,Volatility (5 days),Volatility (63 days),Next 1 days,0.3967986388295426,5,63,1,Short,Long
283,Volatility (10 days),Volatility (63 days),Next 1 days,1.244314861523887,10,63,1,Short,Long
284,Volatility (21 days),Volatility (63 days),Next 1 days,2.937138551239188,21,63,1,Long,Long
285,Volatility (63 days),Volatility (63 days),Next 1 days,4.93750195655157,63,63,1,Long,Long
286,Volatility (126 days),Volatility (63 days),Next 1 days,3.47394339846891,126,63,1,Long,Long
